City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Jaipur,2018-07-02,42.08,92.06,11.21,20.43,31.64,14.54,0.55,10.97,29.6,0.74,2.37,,151.0,Moderate
Jaipur,2018-07-03,42.91,64.43,11.13,18.48,29.59,12.28,0.54,11.7,31.25,0.77,3.78,,94.0,Satisfactory
Jaipur,2018-07-04,45.51,75.61,11.12,16.82,27.94,11.13,0.48,11.0,34.1,0.69,3.95,,89.0,Satisfactory
Jaipur,2018-07-05,79.95,132.67,10.92,15.53,26.45,10.0,0.59,9.44,32.81,0.89,5.05,,154.0,Moderate
Jaipur,2018-07-06,51.39,164.14,9.99,16.71,26.7,9.21,0.75,10.3,49.06,0.87,4.83,,155.0,Moderate
Jaipur,2018-07-07,62.56,171.89,8.19,17.3,25.49,8.63,0.89,10.34,56.81,0.66,3.77,,141.0,Moderate
Jaipur,2018-07-08,61.82,174.4,9.04,18.38,27.42,9.48,0.78,10.72,57.03,0.74,3.92,,154.0,Moderate
Jaipur,2018-07-09,61.97,169.73,9.41,16.79,26.19,9.9,0.77,9.83,59.01,0.99,5.77,,157.0,Moderate
Jaipur,2018-07-10,53.08,125.02,10.13,15.06,23.27,13.56,0.72,8.84,56.39,0.83,4.72,,136.0,Moderate
Jaipur,2018-07-11,51.71,82.22,10.65,18.88,28.65,16.77,0.68,8.4,37.09,1.28,7.01,,108.0,Moderate
Jaipur,2018-07-12,66.31,82.09,10.16,17.37,27.5,14.28,0.73,9.51,32.42,1.18,6.78,,142.0,Moderate
Jaipur,2018-07-13,27.49,55.56,10.53,18.46,28.96,11.97,0.63,10.32,29.86,0.99,6.64,,90.0,Satisfactory
Jaipur,2018-07-14,26.18,59.32,10.44,18.85,29.28,11.89,0.62,8.47,32.24,0.51,2.26,,60.0,Satisfactory
Jaipur,2018-07-15,25.63,41.93,11.06,23.25,34.29,11.22,0.79,8.56,31.86,0.73,3.04,,62.0,Satisfactory
Jaipur,2018-07-16,39.39,52.99,10.17,21.92,32.03,14.39,0.65,9.6,33.6,1.16,5.34,,86.0,Satisfactory
Jaipur,2018-07-17,20.77,49.09,9.13,20.3,29.42,20.57,0.58,9.32,33.19,0.67,3.18,,67.0,Satisfactory
Jaipur,2018-07-18,70.35,62.93,8.69,18.46,27.05,27.07,0.57,10.16,32.39,0.56,2.15,,134.0,Moderate
Jaipur,2018-07-19,25.27,50.27,9.51,19.14,28.64,21.18,0.74,9.16,29.67,1.06,4.4,,83.0,Satisfactory
Jaipur,2018-07-20,35.41,73.79,10.96,17.72,28.59,15.18,0.63,8.33,29.51,1.16,4.57,,81.0,Satisfactory
Jaipur,2018-07-21,61.42,58.65,8.93,14.77,23.66,9.6,0.68,7.23,23.64,0.74,2.47,,130.0,Moderate
Jaipur,2018-07-22,22.64,51.94,9.29,16.73,25.95,10.57,0.6,6.87,20.56,0.38,1.71,,89.0,Satisfactory
Jaipur,2018-07-23,25.16,58.85,9.78,14.22,23.83,10.48,0.63,8.89,22.8,0.69,2.48,,57.0,Satisfactory
Jaipur,2018-07-24,35.17,56.67,9.85,13.68,23.47,9.7,0.58,12.59,23.79,0.67,2.87,,73.0,Satisfactory
Jaipur,2018-07-25,31.45,74.65,10.18,12.75,22.8,9.25,0.71,10.01,20.22,0.55,2.63,,66.0,Satisfactory
Jaipur,2018-07-26,55.96,154.02,10.35,16.85,27.03,7.75,0.58,8.96,18.44,0.54,2.39,,114.0,Moderate
Jaipur,2018-07-27,52.41,137.81,9.62,16.53,26.15,7.49,0.49,9.81,25.3,0.51,1.81,,132.0,Moderate
Jaipur,2018-07-28,48.42,115.76,9.58,17.69,27.27,7.43,0.52,8.71,19.37,0.43,1.47,,117.0,Moderate
Jaipur,2018-07-29,50.68,122.45,8.99,15.94,24.94,7.11,0.42,9.76,18.87,0.34,1.11,,115.0,Moderate
Jaipur,2018-07-30,44.09,107.31,7.8,17.26,25.07,9.96,0.45,10.03,19.16,0.41,1.35,,107.0,Moderate
Jaipur,2018-07-31,53.4,139.8,8.72,31.33,32.48,15.13,0.48,9.76,28.43,0.44,1.57,,114.0,Moderate
Jaipur,2018-08-01,63.97,178.41,14.02,30.99,33.17,18.31,0.51,8.75,47.11,0.35,1.25,,147.0,Moderate
Jaipur,2018-08-02,68.84,191.11,10.95,20.59,26.64,11.37,0.53,8.6,52.35,0.32,1.3,,158.0,Moderate
Jaipur,2018-08-03,68.51,187.2,12.4,27.2,34.91,10.0,0.69,9.41,41.62,0.31,1.28,,165.0,Moderate
Jaipur,2018-08-04,61.58,173.12,15.01,23.91,32.28,10.65,0.69,10.74,36.23,0.26,1.07,,154.0,Moderate
Jaipur,2018-08-05,60.62,164.36,11.85,24.05,29.14,7.11,0.69,9.3,34.4,0.28,1.4,,153.0,Moderate
Jaipur,2018-08-06,50.47,133.34,13.32,22.21,29.95,8.67,0.73,10.37,31.14,0.41,1.76,,129.0,Moderate
Jaipur,2018-08-07,54.87,113.08,8.78,26.42,30.51,9.47,0.91,8.0,32.71,0.71,2.74,,113.0,Moderate
Jaipur,2018-08-08,51.27,92.53,12.92,21.8,31.27,12.7,0.83,7.59,31.31,0.74,2.95,,118.0,Moderate
Jaipur,2018-08-09,28.7,54.06,16.12,19.36,29.37,15.3,0.75,9.74,36.08,0.62,2.39,,93.0,Satisfactory
Jaipur,2018-08-10,34.8,75.27,12.13,24.58,29.78,17.23,0.75,11.08,27.59,0.68,2.46,,69.0,Satisfactory
Jaipur,2018-08-11,37.53,82.0,10.89,23.6,29.95,11.67,0.66,7.66,24.11,0.41,6.35,,79.0,Satisfactory
Jaipur,2018-08-12,26.76,76.2,9.92,20.85,26.97,9.43,0.59,7.26,25.35,0.3,9.19,,79.0,Satisfactory
Jaipur,2018-08-13,35.63,98.64,8.9,20.43,25.81,9.12,0.65,7.17,33.16,0.4,12.26,,82.0,Satisfactory
Jaipur,2018-08-14,51.3,106.87,8.62,21.97,26.69,11.66,0.77,9.28,30.22,0.66,14.94,,100.0,Satisfactory
Jaipur,2018-08-15,73.24,174.59,9.58,20.69,26.49,12.89,0.64,11.23,25.3,0.5,15.11,,158.0,Moderate
Jaipur,2018-08-16,38.92,63.99,8.99,19.6,25.37,14.62,0.74,10.39,26.32,0.74,17.07,,115.0,Moderate
Jaipur,2018-08-17,32.28,50.48,6.91,14.35,18.06,13.96,0.61,8.93,33.85,0.53,13.99,,61.0,Satisfactory
Jaipur,2018-08-18,33.39,59.66,8.43,17.54,21.44,13.72,0.72,10.47,37.38,0.55,11.7,,74.0,Satisfactory
Jaipur,2018-08-19,25.88,54.67,16.21,19.22,31.7,12.38,0.82,10.13,22.25,0.67,16.31,,75.0,Satisfactory
Jaipur,2018-08-20,28.61,63.08,20.09,18.9,34.44,16.35,0.9,9.34,15.29,0.99,11.0,,74.0,Satisfactory
Jaipur,2018-08-21,29.54,74.71,12.06,20.9,28.59,16.55,0.82,10.09,20.84,0.93,12.88,,79.0,Satisfactory
Jaipur,2018-08-22,39.29,72.22,13.49,22.76,32.0,14.75,0.73,10.06,20.31,0.72,11.26,,84.0,Satisfactory
Jaipur,2018-08-23,28.67,54.46,14.49,21.23,31.76,12.91,0.67,10.24,15.52,0.43,8.18,,69.0,Satisfactory
Jaipur,2018-08-24,29.88,66.95,13.38,20.67,30.28,11.54,0.6,8.77,19.43,0.88,11.69,,87.0,Satisfactory
Jaipur,2018-08-25,29.4,66.07,14.17,21.68,31.42,11.29,0.59,9.0,18.62,0.91,12.97,,70.0,Satisfactory
Jaipur,2018-08-26,34.97,89.44,10.4,21.09,27.19,10.76,0.54,8.74,23.44,0.87,15.6,,75.0,Satisfactory
Jaipur,2018-08-27,42.25,121.42,15.81,23.04,33.68,11.73,0.75,9.08,22.87,1.1,13.54,,100.0,Satisfactory
Jaipur,2018-08-28,44.1,184.45,10.68,23.31,28.96,12.09,0.74,10.98,29.72,1.38,12.67,,157.0,Moderate
Jaipur,2018-08-29,28.57,81.65,10.62,19.4,26.06,12.2,0.75,11.17,25.5,1.06,15.81,,100.0,Satisfactory
Jaipur,2018-08-30,44.67,142.72,10.82,19.92,26.83,12.24,0.65,9.56,20.82,0.5,9.97,,111.0,Moderate
Jaipur,2018-08-31,38.23,108.97,9.76,18.28,24.75,12.9,0.57,11.33,22.11,0.41,7.62,,127.0,Moderate
Jaipur,2018-09-01,31.62,82.3,12.87,19.36,28.09,11.93,0.62,11.67,21.7,0.44,7.17,,79.0,Satisfactory
Jaipur,2018-09-02,28.93,58.8,13.13,20.51,29.64,12.89,0.64,11.05,17.52,0.43,8.47,,80.0,Satisfactory
Jaipur,2018-09-03,30.21,52.13,13.19,24.24,33.47,14.5,0.66,10.92,15.95,0.53,9.48,,60.0,Satisfactory
Jaipur,2018-09-04,34.05,75.55,14.66,24.24,34.79,18.11,0.71,11.25,18.1,0.6,9.18,,68.0,Satisfactory
Jaipur,2018-09-05,45.64,125.37,13.25,22.44,32.17,16.1,0.75,11.59,18.88,0.59,6.94,,94.0,Satisfactory
Jaipur,2018-09-06,45.95,111.45,13.32,23.44,31.5,12.55,0.71,11.5,20.8,0.58,7.06,,122.0,Moderate
Jaipur,2018-09-07,36.89,84.08,14.52,26.35,35.47,13.89,0.72,11.4,26.56,0.62,7.12,,90.0,Satisfactory
Jaipur,2018-09-08,29.7,66.71,11.65,18.53,27.38,14.45,0.73,10.5,25.61,0.6,5.1,,89.0,Satisfactory
Jaipur,2018-09-09,20.31,36.25,10.08,12.5,20.6,8.84,0.78,7.8,22.55,0.53,2.59,,59.0,Satisfactory
Jaipur,2018-09-10,32.94,69.66,13.01,15.6,26.34,9.7,0.78,8.4,13.27,0.72,3.76,,68.0,Satisfactory
Jaipur,2018-09-11,33.66,81.34,15.68,17.24,30.06,10.19,0.92,9.8,12.3,0.92,3.71,,80.0,Satisfactory
Jaipur,2018-09-12,36.18,86.86,13.38,18.96,28.13,11.99,0.69,10.89,18.57,0.59,3.83,,90.0,Satisfactory
Jaipur,2018-09-13,45.9,86.72,9.76,17.96,24.16,10.78,0.77,10.91,24.72,0.58,12.16,,96.0,Satisfactory
Jaipur,2018-09-14,47.34,93.5,9.96,21.39,26.98,11.76,0.71,11.19,24.79,0.64,9.17,,104.0,Moderate
Jaipur,2018-09-15,47.33,96.66,11.74,23.88,30.7,12.66,0.7,9.41,27.95,0.65,9.23,,103.0,Moderate
Jaipur,2018-09-16,43.96,95.56,8.63,22.94,28.2,11.46,0.71,8.59,34.71,0.55,15.77,,99.0,Satisfactory
Jaipur,2018-09-17,44.71,105.2,8.48,24.33,27.23,13.46,0.68,9.07,34.58,0.68,9.42,,93.0,Satisfactory
Jaipur,2018-09-18,48.12,108.36,12.96,25.65,32.32,17.29,0.84,9.87,28.52,0.68,4.18,,105.0,Moderate
Jaipur,2018-09-19,49.52,125.88,13.52,27.89,35.53,20.44,0.92,15.17,36.04,0.68,1.88,,108.0,Moderate
Jaipur,2018-09-20,48.99,131.03,8.51,29.68,32.55,27.4,0.95,11.49,41.56,0.7,2.13,,120.0,Moderate
Jaipur,2018-09-21,47.7,152.06,6.15,17.58,19.86,29.4,0.81,10.81,58.88,0.82,3.16,,148.0,Moderate
Jaipur,2018-09-22,17.46,42.51,7.65,14.55,21.02,24.27,0.72,11.13,27.01,0.76,3.21,,81.0,Satisfactory
Jaipur,2018-09-23,15.78,29.29,5.87,12.4,18.27,23.77,0.62,12.14,29.18,0.66,3.29,,54.0,Satisfactory
Jaipur,2018-09-24,22.0,49.27,14.5,18.08,29.72,21.8,0.89,10.45,18.05,0.92,3.24,,62.0,Satisfactory
Jaipur,2018-09-25,39.67,119.84,22.33,24.13,41.05,22.73,1.15,10.11,21.18,1.16,3.14,,91.0,Satisfactory
Jaipur,2018-09-26,52.7,148.79,22.32,24.82,40.12,25.21,1.21,8.09,20.58,1.2,3.14,,135.0,Moderate
Jaipur,2018-09-27,53.34,137.69,30.58,29.87,51.29,20.66,1.06,9.04,20.41,1.16,3.15,,133.0,Moderate
Jaipur,2018-09-28,57.85,133.41,42.62,28.89,56.9,23.72,1.34,11.1,25.73,1.2,3.15,,134.0,Moderate
Jaipur,2018-09-29,55.11,204.24,42.3,32.84,58.5,26.59,1.34,9.96,23.3,1.24,5.13,,174.0,Moderate
Jaipur,2018-09-30,50.9,169.67,18.51,30.4,41.26,24.82,1.14,10.08,24.86,1.51,12.23,,151.0,Moderate
Jaipur,2018-10-01,47.8,120.65,25.54,30.31,47.15,21.91,1.16,11.04,23.78,1.54,10.23,,128.0,Moderate
Jaipur,2018-10-02,52.83,130.6,40.85,27.83,56.61,27.81,1.28,14.15,27.09,1.54,14.22,,125.0,Moderate
Jaipur,2018-10-03,41.04,117.24,18.0,37.48,46.19,24.45,1.13,12.57,34.67,1.52,10.96,,125.0,Moderate
Jaipur,2018-10-04,42.35,86.8,11.02,35.71,38.02,22.74,0.98,9.8,51.58,1.17,9.99,,101.0,Moderate
Jaipur,2018-10-05,46.05,103.51,13.33,37.16,40.68,20.32,1.06,10.32,41.69,1.38,9.47,,101.0,Moderate
Jaipur,2018-10-06,46.46,118.1,22.36,32.3,44.18,21.12,0.95,10.31,45.55,1.11,10.71,,103.0,Moderate
Jaipur,2018-10-07,44.93,112.71,14.2,34.63,39.73,19.4,0.91,9.94,59.91,1.21,11.37,,118.0,Moderate
Jaipur,2018-10-08,44.43,104.33,17.76,41.0,47.78,19.02,1.1,10.18,53.06,1.37,10.58,,116.0,Moderate
Jaipur,2018-10-09,49.14,118.42,33.36,37.55,59.12,22.65,1.12,11.77,28.8,1.34,9.02,,109.0,Moderate
Jaipur,2018-10-10,69.46,149.94,17.1,36.41,45.2,27.93,1.01,16.05,35.97,1.35,10.06,,121.0,Moderate
Jaipur,2018-10-11,71.12,164.77,9.91,27.52,31.45,21.64,0.9,9.12,62.94,1.24,11.21,,178.0,Moderate
Jaipur,2018-10-12,61.36,135.2,13.2,28.83,34.58,17.21,0.92,8.56,63.73,1.2,11.76,,137.0,Moderate
Jaipur,2018-10-13,59.86,129.21,11.34,35.09,37.28,15.96,0.8,11.57,61.39,1.19,10.59,,130.0,Moderate
Jaipur,2018-10-14,65.77,175.48,11.34,36.45,38.31,14.96,0.9,11.12,55.39,1.22,13.96,,142.0,Moderate
Jaipur,2018-10-15,66.0,143.41,34.26,40.58,64.0,15.86,1.38,14.45,53.49,1.69,12.61,,152.0,Moderate
Jaipur,2018-10-16,85.38,156.8,46.41,42.5,83.77,24.55,1.43,13.89,27.12,2.08,14.93,,195.0,Moderate
Jaipur,2018-10-17,58.16,128.48,52.28,45.45,77.86,25.93,1.6,11.8,26.39,1.76,13.98,,151.0,Moderate
Jaipur,2018-10-18,67.49,147.49,43.71,59.26,87.19,27.25,1.36,13.06,28.91,1.98,15.65,,149.0,Moderate
Jaipur,2018-10-19,78.42,147.93,20.04,53.89,57.64,25.15,1.26,9.78,52.77,1.69,16.46,,151.0,Moderate
Jaipur,2018-10-20,72.99,136.15,19.95,47.86,54.99,24.57,1.54,9.25,61.5,1.73,13.36,,180.0,Moderate
Jaipur,2018-10-21,74.69,181.3,7.04,38.28,34.6,20.42,0.96,10.36,77.81,1.33,13.33,,185.0,Moderate
Jaipur,2018-10-22,60.43,113.03,27.39,47.36,59.74,22.14,1.28,9.52,53.21,1.59,10.82,,163.0,Moderate
Jaipur,2018-10-23,51.98,108.54,19.57,37.34,48.23,23.69,1.27,8.39,57.11,1.32,15.52,,117.0,Moderate
Jaipur,2018-10-24,59.1,121.51,29.87,42.32,58.23,24.74,1.3,9.23,47.41,1.37,14.16,,135.0,Moderate
Jaipur,2018-10-25,55.75,123.68,23.33,41.0,53.35,24.69,1.2,9.29,43.91,1.73,12.12,,139.0,Moderate
Jaipur,2018-10-26,62.72,131.48,11.61,35.17,39.16,24.39,1.02,9.15,61.83,1.36,8.79,,146.0,Moderate
Jaipur,2018-10-27,69.35,137.79,15.15,45.64,52.5,28.22,1.09,10.26,58.93,1.32,2.17,,160.0,Moderate
Jaipur,2018-10-28,80.31,151.56,13.14,44.02,49.04,27.6,1.07,12.13,70.93,1.33,2.29,,186.0,Moderate
Jaipur,2018-10-29,92.86,172.78,19.73,56.12,63.9,28.68,1.63,11.43,59.07,1.84,1.68,,212.0,Poor
Jaipur,2018-10-30,80.37,168.18,22.04,54.2,62.39,24.58,1.62,11.32,48.61,2.12,3.21,,219.0,Poor
Jaipur,2018-10-31,60.99,192.07,17.36,50.16,59.68,22.85,1.43,9.62,102.73,2.03,3.04,,218.0,Poor
Jaipur,2018-11-01,71.04,159.56,39.0,55.17,81.51,22.34,1.91,13.46,56.74,2.46,4.4,,195.0,Moderate
Jaipur,2018-11-02,63.12,139.07,65.05,58.43,110.57,26.49,1.92,8.24,45.11,3.01,4.06,,194.0,Moderate
Jaipur,2018-11-03,49.51,111.45,43.49,50.46,81.95,21.28,1.44,11.34,40.8,1.86,2.7,,142.0,Moderate
Jaipur,2018-11-04,79.78,155.07,14.27,40.36,46.16,19.89,1.08,9.9,41.88,1.42,1.64,,169.0,Moderate
Jaipur,2018-11-05,44.83,96.51,19.13,44.42,53.37,20.85,0.95,9.49,39.54,1.03,1.6,,120.0,Moderate
Jaipur,2018-11-06,74.94,143.3,25.57,51.35,66.09,19.99,1.4,10.95,39.45,1.4,2.44,,145.0,Moderate
Jaipur,2018-11-07,74.51,147.91,41.43,46.85,75.93,16.08,1.53,16.96,36.81,1.48,2.46,,141.0,Moderate
Jaipur,2018-11-08,106.88,228.55,33.54,29.13,53.74,14.73,1.96,27.32,41.57,1.96,1.98,,250.0,Poor
Jaipur,2018-11-09,108.86,256.31,62.22,34.38,87.8,21.6,2.74,14.94,41.49,2.89,2.16,,243.0,Poor
Jaipur,2018-11-10,99.02,243.42,50.0,44.37,82.3,17.78,2.65,12.17,43.69,3.15,2.19,,258.0,Poor
Jaipur,2018-11-11,60.18,171.85,25.95,55.83,80.06,20.19,2.42,10.39,41.03,1.88,0.61,,175.0,Moderate
Jaipur,2018-11-12,70.21,171.55,55.58,56.75,96.78,19.89,2.39,15.29,32.75,2.04,3.31,,164.0,Moderate
Jaipur,2018-11-13,73.57,193.07,83.87,64.22,118.02,19.49,2.46,11.52,21.63,3.14,6.63,,202.0,Poor
Jaipur,2018-11-14,56.53,120.91,13.73,56.95,59.62,14.39,1.26,10.2,48.12,1.25,2.02,,139.0,Moderate
Jaipur,2018-11-15,84.76,179.8,21.54,68.0,76.85,18.3,1.53,7.17,28.87,1.9,4.0,,158.0,Moderate
Jaipur,2018-11-16,87.76,180.6,15.07,60.76,64.28,17.31,1.4,10.46,41.94,1.56,2.25,,210.0,Poor
Jaipur,2018-11-17,77.87,171.56,46.15,47.14,77.97,21.08,1.96,9.88,33.16,2.45,5.4,,193.0,Moderate
Jaipur,2018-11-18,67.8,132.79,15.19,41.75,44.87,15.08,1.21,12.13,58.23,1.31,8.42,,184.0,Moderate
Jaipur,2018-11-19,59.2,123.11,15.81,46.42,46.87,13.44,1.24,11.45,61.44,1.46,7.19,,132.0,Moderate
Jaipur,2018-11-20,68.34,145.57,30.79,51.87,68.81,21.02,1.29,11.07,31.97,1.51,7.22,,159.0,Moderate
Jaipur,2018-11-21,87.81,160.78,25.94,47.29,61.09,16.6,1.74,13.14,52.16,2.18,8.2,,161.0,Moderate
Jaipur,2018-11-22,72.61,144.07,8.89,41.72,39.46,11.04,0.99,12.48,73.92,1.35,7.87,,201.0,Poor
Jaipur,2018-11-23,70.4,168.41,13.08,46.13,48.41,14.94,1.16,12.7,52.86,1.26,6.81,,175.0,Moderate
Jaipur,2018-11-24,74.86,159.27,26.61,43.16,58.75,20.48,1.49,13.3,49.72,1.83,6.27,,157.0,Moderate
Jaipur,2018-11-25,92.15,193.58,74.39,41.7,99.17,23.81,1.71,11.59,32.84,2.77,11.24,,220.0,Poor
Jaipur,2018-11-26,63.6,139.42,27.15,47.57,61.76,17.38,1.24,10.68,42.32,1.64,7.93,,176.0,Moderate
Jaipur,2018-11-27,67.29,132.45,7.75,39.88,37.17,13.18,1.13,13.03,77.62,1.12,7.18,,149.0,Moderate
Jaipur,2018-11-28,82.51,150.3,7.44,36.11,34.09,12.35,1.14,10.07,76.29,1.04,5.91,,175.0,Moderate
Jaipur,2018-11-29,73.02,159.61,23.35,43.46,52.5,10.9,1.39,9.53,48.1,1.76,7.72,,198.0,Moderate
Jaipur,2018-11-30,69.45,171.07,72.64,37.52,92.54,15.13,1.85,13.0,30.05,3.02,11.27,,159.0,Moderate
Jaipur,2018-12-01,73.56,177.14,72.67,45.95,100.82,20.92,1.87,13.79,27.97,2.52,8.76,,180.0,Moderate
Jaipur,2018-12-02,71.73,159.49,34.49,47.58,67.09,20.88,1.51,12.63,38.64,1.79,10.27,,184.0,Moderate
Jaipur,2018-12-03,71.78,154.57,38.83,49.84,73.89,22.92,1.74,11.81,31.94,2.07,10.89,,184.0,Moderate
Jaipur,2018-12-04,59.35,135.66,29.9,46.31,61.42,20.89,1.53,17.2,41.29,1.81,10.67,,154.0,Moderate
Jaipur,2018-12-05,62.76,147.49,41.53,47.89,73.62,21.22,1.53,17.2,37.25,2.47,10.23,,143.0,Moderate
Jaipur,2018-12-06,74.1,148.21,38.9,47.68,70.96,26.67,1.63,15.92,38.44,2.19,11.0,,173.0,Moderate
Jaipur,2018-12-07,55.16,128.71,26.41,41.09,54.14,22.4,1.37,20.16,42.89,1.43,9.27,,163.0,Moderate
Jaipur,2018-12-08,62.2,131.45,28.55,42.12,57.28,23.52,1.44,19.89,45.1,1.52,10.05,,158.0,Moderate
Jaipur,2018-12-09,74.88,142.75,36.81,44.12,66.72,25.28,1.71,19.87,39.29,2.01,10.89,,168.0,Moderate
Jaipur,2018-12-10,74.13,145.21,37.62,44.22,66.35,23.16,1.57,17.52,40.62,1.79,9.67,,185.0,Moderate
Jaipur,2018-12-11,63.82,132.43,15.57,36.56,37.78,20.59,1.0,16.02,66.08,1.0,6.62,,162.0,Moderate
Jaipur,2018-12-12,55.57,95.9,7.38,34.55,31.13,20.84,0.91,8.99,57.6,0.72,4.45,,127.0,Moderate
Jaipur,2018-12-13,42.72,80.8,10.7,38.22,36.73,17.55,0.97,8.75,34.36,0.77,4.01,,94.0,Satisfactory
Jaipur,2018-12-14,32.37,74.59,9.44,39.1,36.44,15.67,0.86,9.44,42.84,0.61,3.96,,88.0,Satisfactory
Jaipur,2018-12-15,37.28,80.6,14.33,43.15,44.32,15.5,0.81,9.86,37.65,0.78,5.21,,80.0,Satisfactory
Jaipur,2018-12-16,37.75,184.78,20.73,36.18,46.98,14.2,0.92,10.88,40.2,0.9,6.97,,163.0,Moderate
Jaipur,2018-12-17,38.53,97.21,8.87,35.52,39.09,15.93,1.09,13.18,47.35,1.1,6.88,,109.0,Moderate
Jaipur,2018-12-18,42.37,114.26,23.73,39.21,53.39,16.3,1.31,11.59,39.36,1.54,8.16,,108.0,Moderate
Jaipur,2018-12-19,64.83,196.71,61.85,50.9,94.52,18.6,1.95,9.98,28.43,2.52,8.71,,163.0,Moderate
Jaipur,2018-12-20,86.29,188.66,96.56,52.17,130.73,21.22,1.95,11.88,28.96,3.07,9.77,,205.0,Poor
Jaipur,2018-12-21,110.36,192.65,89.82,46.93,131.34,22.31,2.17,10.81,30.54,3.49,10.54,,244.0,Poor
Jaipur,2018-12-22,65.08,142.72,25.48,44.77,61.55,18.88,1.18,9.44,41.4,1.58,8.65,,201.0,Poor
Jaipur,2018-12-23,63.37,124.86,11.3,34.44,39.64,17.76,0.95,10.25,67.92,0.86,6.74,,154.0,Moderate
Jaipur,2018-12-24,62.08,133.18,19.03,41.02,50.01,20.08,1.31,12.24,55.13,1.22,7.07,,144.0,Moderate
Jaipur,2018-12-25,54.27,133.25,18.09,41.7,47.54,21.02,1.08,15.93,39.63,1.21,7.89,,135.0,Moderate
Jaipur,2018-12-26,54.98,142.13,51.18,41.21,79.21,27.06,1.77,17.73,27.87,2.2,10.1,,122.0,Moderate
Jaipur,2018-12-27,96.51,160.86,60.48,37.01,80.07,21.47,1.24,16.97,26.57,2.11,8.91,,214.0,Poor
Jaipur,2018-12-28,87.99,150.5,42.03,40.43,68.26,21.78,1.32,19.57,27.74,1.76,6.04,,212.0,Poor
Jaipur,2018-12-29,90.45,175.54,52.53,45.19,84.93,28.43,1.92,12.89,26.59,2.4,7.51,,213.0,Poor
Jaipur,2018-12-30,98.76,173.96,60.72,38.6,92.12,29.55,1.63,13.73,32.67,2.23,8.89,,238.0,Poor
Jaipur,2018-12-31,135.19,184.89,67.39,44.47,105.68,33.27,2.0,14.5,28.89,3.24,10.17,,239.0,Poor
